fecha,clae2,mujer,p10,p25,w_mean,w_median,p75,p90,p99
2011-04-01,24,0,2467,3673,8534,6510,9831,14687,40301
2011-04-01,24,1,2057,3033,8091,5617,10557,15792,41813
2011-04-01,25,0,1781,2432,4078,3279,4680,6934,15465
2011-04-01,25,1,1435,2331,3820,3176,4367,6325,14889
2011-04-01,26,0,2344,3194,7264,4738,10599,13794,30005
2011-04-01,26,1,2238,3181,6808,4883,10806,12694,20059
2011-04-01,27,0,2302,2973,5348,4010,5898,9000,26998
2011-04-01,27,1,1885,2680,4272,3511,4676,6885,17501
2011-04-01,28,0,2294,2924,5261,3994,6030,9183,22633
2011-04-01,28,1,1620,2480,4402,3558,5154,7661,17969
2011-04-01,29,0,2959,4098,7759,6326,9490,13123,28647
2011-04-01,29,1,2160,3343,6343,5080,7474,11383,26860
2011-04-01,30,0,1681,2778,5580,4107,7158,10782,23603
2011-04-01,30,1,1955,2970,6156,4210,7367,11047,23779
2011-04-01,31,0,1670,2479,3640,3115,3902,5354,14536
2011-04-01,31,1,1602,2533,3698,3249,4058,5791,13354
2011-04-01,32,0,1945,2660,4300,3425,4753,7128,18000
2011-04-01,32,1,1558,2383,3595,3186,4051,5382,13353
2011-04-01,33,0,1650,2665,6929,4047,7632,13000,42767
2011-04-01,33,1,1565,2455,5453,3549,6126,10169,36741
2011-04-01,35,0,4100,5794,10709,8200,12052,18142,51057
2011-04-01,35,1,3280,4602,7907,6385,8870,13334,33074
2011-04-01,36,0,3615,4770,8183,7345,10156,13111,23136
2011-04-01,36,1,3300,4357,7051,6536,8801,11178,19980
2011-04-01,37,0,2075,3138,4701,4306,5848,7725,13596
2011-04-01,37,1,1398,2828,4275,3910,5261,7676,11573
2011-04-01,38,0,3073,4518,6596,6063,7645,10022,21417
2011-04-01,38,1,2266,3322,7578,5825,10696,14773,28479
2011-04-01,39,0,1651,3328,5548,4719,6517,9713,23100
2011-04-01,39,1,1064,1850,3626,3217,4720,6000,13055
2011-04-01,41,0,797,1399,2576,2190,3080,4318,11038
2011-04-01,41,1,1106,1807,3357,2938,3943,5700,13485
2011-04-01,42,0,1439,2503,5081,3756,6249,9497,22368
2011-04-01,42,1,1621,2843,5304,4489,6843,8712,20488
2011-04-01,43,0,968,1728,3770,2690,4065,6895,23230
2011-04-01,43,1,1177,1734,3417,2786,3924,5961,16369
2011-04-01,45,0,1658,2638,4084,3377,4368,6397,17644
2011-04-01,45,1,1494,2260,3577,3207,4091,5683,13470
2011-04-01,46,0,1613,2955,4945,3539,5080,8157,25359
2011-04-01,46,1,1597,2522,4444,3418,4638,7152,21910
2011-04-01,47,0,1607,2700,3910,3429,4350,5918,13497
2011-04-01,47,1,1474,1740,3220,3194,3837,4986,9541
2011-04-01,49,0,1905,3486,5813,5572,7599,9390,15472
2011-04-01,49,1,1345,2210,4312,3761,5472,7808,15512
2011-04-01,50,0,2289,4620,11986,8992,14893,22735,43933
2011-04-01,50,1,2369,3395,6691,4834,7200,12378,28201
2011-04-01,51,0,6270,8985,16898,13504,21095,29396,61584
2011-04-01,51,1,4867,7016,10055,8899,12113,16296,26362
2011-04-01,52,0,1533,3070,6046,4535,7365,10877,28001
2011-04-01,52,1,1568,2700,4687,3695,5374,7874,20082
2011-04-01,53,0,2941,4700,5994,5517,7047,8621,14929
2011-04-01,53,1,2422,4369,5637,5245,6600,8058,18018
2011-04-01,55,0,1454,2646,3863,3573,4464,5623,13878
2011-04-01,55,1,1176,1819,3271,3266,4007,4951,9344
2011-04-01,56,0,874,1528,2851,2554,3563,4448,10803
2011-04-01,56,1,697,1328,2321,1897,3096,3892,8153
2011-04-01,58,0,1928,3236,7144,4932,8152,12567,35113
2011-04-01,58,1,1626,2785,5133,4054,6006,8943,19800
2011-04-01,59,0,1103,2350,5469,4189,6649,10086,28701
2011-04-01,59,1,1234,2176,4351,3525,5215,7966,18001
2011-04-01,60,0,2723,4315,8088,6978,9349,13133,34506
2011-04-01,60,1,2053,3375,6041,4850,6839,10132,26754
2011-04-01,61,0,3299,5376,9552,7324,10557,14969,34955
2011-04-01,61,1,2141,3806,6466,5574,7283,10920,23282
2011-04-01,62,0,2423,3532,7336,5449,8200,11929,38504
2011-04-01,62,1,1964,3111,5757,4387,6700,9763,25856
2011-04-01,63,0,2195,3657,7668,5717,9564,14466,32708
2011-04-01,63,1,1818,3008,5625,4027,6324,10616,28563
2011-04-01,64,0,4122,6357,11733,9278,12563,17340,59840
2011-04-01,64,1,3236,4769,8159,6973,10052,13106,27076
2011-04-01,65,0,1228,3681,7812,5540,8325,13641,50500
2011-04-01,65,1,2684,3850,6187,5121,6915,10108,25460
2011-04-01,66,0,1697,3162,7315,4149,7072,12289,56918
2011-04-01,66,1,1579,2184,4386,3313,4704,7313,23865
2011-04-01,68,0,1486,2335,4020,3375,4853,7168,13443
2011-04-01,68,1,1159,1647,3040,2817,3632,4944,10833
2011-04-01,69,0,1338,1820,4377,3170,4456,8580,25077
2011-04-01,69,1,1340,1661,3273,2772,3673,5426,15000
2011-04-01,70,0,1217,2042,5348,3268,6025,9567,33644
2011-04-01,70,1,1138,1725,4104,3082,4495,8613,18921
2011-04-01,71,0,991,1731,4931,3064,5414,10480,30942
2011-04-01,71,1,1254,1859,4172,3258,4919,7930,19699
2011-04-01,72,0,1496,2959,10960,4948,8864,16500,170251
2011-04-01,72,1,1262,2722,6986,4721,7974,13640,40477
2011-04-01,73,0,1487,2545,6612,4046,6500,11189,51750
2011-04-01,73,1,439,1637,4488,3227,4900,7776,26886
2011-04-01,74,0,1039,1677,3391,2867,3676,5645,17800
2011-04-01,74,1,1124,1654,3215,2574,3494,5061,18413
2011-04-01,75,0,1180,1643,2683,2321,3264,3994,6996
2011-04-01,75,1,1063,1567,2170,1720,3066,3569,5811
2011-04-01,77,0,1530,2672,5272,4034,6513,9172,20061
2011-04-01,77,1,1202,1833,3833,3284,4508,6620,16427
2011-04-01,78,0,572,1670,3297,3047,4278,5849,11579
2011-04-01,78,1,314,1003,2586,2262,3500,4874,10622
2011-04-01,79,0,1612,2801,4846,3592,5500,8433,21963
2011-04-01,79,1,1577,2409,4087,3378,4818,6852,15344
2011-04-01,80,0,1599,2561,3339,2947,3539,4760,12465
2011-04-01,80,1,1346,2298,3210,2946,3597,5107,10110
2011-04-01,81,0,993,1665,2495,2354,2863,3871,8310
2011-04-01,81,1,839,1148,1844,1770,2399,2810,5000
2011-04-01,82,0,1219,2180,4437,3229,4742,7424,26650
2011-04-01,82,1,1134,2003,3199,2589,3577,5249,14543
2011-04-01,85,0,476,959,2980,2142,3869,6178,14625
2011-04-01,85,1,624,1389,3084,2766,4058,5921,10824
2011-04-01,86,0,1901,3060,5098,4017,5639,8242,23102
2011-04-01,86,1,1649,2819,4064,3662,4804,6330,12563
2011-04-01,87,0,1500,2595,3692,3165,4000,5374,15551
2011-04-01,87,1,1416,2538,3026,2987,3506,4183,7092
2011-04-01,88,0,1289,1890,3276,3185,3894,5383,10000
2011-04-01,88,1,1319,1717,2992,2823,3670,4890,9226
2011-04-01,90,0,249,719,2763,1847,3570,5161,17692
2011-04-01,90,1,318,990,2734,2271,3524,5042,15000
2011-04-01,91,0,994,2168,3966,3479,4491,6346,18987
2011-04-01,91,1,1010,1638,3146,2677,3989,5407,11100
2011-04-01,92,0,2248,3372,5582,4520,6150,9029,23173
2011-04-01,92,1,1645,2525,4148,3654,5018,6854,12658
2011-04-01,93,0,678,1447,3574,3223,4629,6403,15675
2011-04-01,93,1,600,1272,2787,2281,3811,5346,9873
2011-04-01,94,0,1640,3000,4929,4251,5849,8253,19053
2011-04-01,94,1,1195,2142,3862,3500,4864,6647,12735
2011-04-01,95,0,1373,1804,3405,3145,3663,5240,13871
2011-04-01,95,1,1210,1651,2994,2962,3449,4349,12691
2011-04-01,96,0,914,1583,2982,2600,3501,4838,13368
2011-04-01,96,1,900,1500,2374,1987,3132,3726,8119
2011-04-01,999,0,2743,4147,6261,5958,7899,9855,15705
2011-04-01,999,1,2055,3181,5128,4201,6500,8797,16334
2011-05-01,1,0,785,1687,2732,2437,3080,4234,11099
2011-05-01,1,1,502,1215,2655,2359,3351,4790,10755
2011-05-01,2,0,589,1167,2430,2136,2831,3903,10626
2011-05-01,2,1,300,1085,2656,2259,3304,4846,10745
2011-05-01,3,0,1550,2550,7225,4831,9068,15470,37843
2011-05-01,3,1,2168,3283,4518,4228,5095,7228,14591
2011-05-01,5,0,6816,13809,20429,19720,24919,31256,57252
2011-05-01,5,1,11347,13760,17682,16497,20786,25652,51448
2011-05-01,6,0,9251,14497,29422,21549,32145,45334,197636
2011-05-01,6,1,5520,8611,17925,13062,21513,31361,101420
2011-05-01,7,0,4649,7126,11107,9174,12685,18040,48571
2011-05-01,7,1,3540,5801,9473,8287,11505,15654,30333
2011-05-01,8,0,2128,2957,6286,4164,6892,12025,34980
2011-05-01,8,1,1458,2632,5972,4003,7082,11780,34267
2011-05-01,9,0,5590,14488,22676,21532,29084,36149,58854
2011-05-01,9,1,2814,5682,14160,11833,17883,24466,54880
2011-05-01,10,0,2027,3130,5506,4426,6500,9253,21200
2011-05-01,10,1,1387,2335,4119,3478,4872,6961,15954
2011-05-01,11,0,2136,3298,6663,5244,8335,11390,27303
2011-05-01,11,1,1475,2969,5631,4555,7060,9530,22569
2011-05-01,12,0,2405,3604,7838,5588,8543,12566,42180
2011-05-01,12,1,2114,2721,5494,3633,5530,10182,33939
2011-05-01,13,0,2409,2992,4402,3671,4827,6786,14809
2011-05-01,13,1,1781,2676,3713,3304,4218,5522,11222
2011-05-01,14,0,1765,2754,3871,3408,4259,5473,12301
2011-05-01,14,1,1646,2637,3610,3395,4152,5066,9601
2011-05-01,15,0,2493,3201,4372,3944,4964,6180,14003
2011-05-01,15,1,2233,3047,3796,3487,4214,5372,11221
2011-05-01,16,0,1206,1982,3123,2917,3668,4753,10503
2011-05-01,16,1,1472,2144,3463,3252,3969,5075,12586
2011-05-01,17,0,2665,3745,6852,5486,7884,10793,28868
2011-05-01,17,1,2106,2997,5493,4225,6338,9515,23014
2011-05-01,18,0,1975,3307,5673,4718,6715,9559,20000
2011-05-01,18,1,1599,2563,4368,3850,5429,7302,14734
2011-05-01,19,0,3825,4857,11719,7992,13474,20948,60028
2011-05-01,19,1,3500,3987,7413,4638,8662,14795,38611
2011-05-01,20,0,3000,3901,8078,5934,9172,13943,40136
2011-05-01,20,1,2009,3492,6393,4691,7024,11070,31974
2011-05-01,21,0,3812,5360,11160,7972,13631,21240,48216
2011-05-01,21,1,3289,4477,7290,6036,8300,12360,27389
2011-05-01,22,0,2796,3379,5238,4302,6024,8411,18450
2011-05-01,22,1,1840,3136,4212,3691,4825,6600,14155
2011-05-01,23,0,2451,3503,5975,4962,7048,9508,22485
2011-05-01,23,1,1726,3083,5041,4027,6081,9193,19203
2011-05-01,24,0,3192,4429,9117,7373,11579,15610,36249
2011-05-01,24,1,2338,3686,8234,6262,11082,16043,32686
2011-05-01,25,0,2157,3154,4834,4106,5622,7866,16900
2011-05-01,25,1,1666,2803,4368,3760,5022,6890,15181
2011-05-01,26,0,2793,3568,6968,5314,8911,11632,27205
2011-05-01,26,1,2546,3491,6301,5347,8806,10318,17749
2011-05-01,27,0,2684,3454,5840,4583,6503,9651,26290
2011-05-01,27,1,2123,3170,4658,3976,5263,7464,17439
2011-05-01,28,0,2843,3700,6391,4854,6926,9973,32496
2011-05-01,28,1,1897,3085,4970,4078,5707,8408,21487
2011-05-01,29,0,3583,4843,8191,6971,9685,13115,28750
2011-05-01,29,1,2302,3833,6560,5651,7893,11114,24667
2011-05-01,30,0,1926,3222,6171,4705,7623,11375,27678
2011-05-01,30,1,2073,3378,6020,4551,7661,11271,20987
2011-05-01,31,0,1751,2786,4007,3400,4308,5959,15303
2011-05-01,31,1,1612,2700,3936,3326,4280,6103,14000
2011-05-01,32,0,2047,3041,4605,3793,5192,7558,17483
2011-05-01,32,1,1576,2508,3654,3377,4153,5523,13369
2011-05-01,33,0,1914,3200,7170,4735,8312,14043,31767
2011-05-01,33,1,1616,2992,5732,3938,6588,10615,31257
2011-05-01,35,0,4303,6110,12102,9372,14818,21267,51111
2011-05-01,35,1,3329,4654,9046,7179,11502,15623,37993
2011-05-01,36,0,3698,4871,8175,7388,9958,12712,22000
2011-05-01,36,1,3379,4374,6960,6551,8696,10976,19108
2011-05-01,37,0,2410,3234,4898,4622,6119,7839,13657
2011-05-01,37,1,1781,2944,4729,4178,5668,8352,12222
2011-05-01,38,0,3333,4774,6697,6110,7678,9918,20828
2011-05-01,38,1,2320,3584,7659,5880,10604,14932,27579
2011-05-01,39,0,2413,3614,6451,5176,7469,11779,25722
2011-05-01,39,1,1986,3015,4386,4049,5335,7475,10970
2011-05-01,41,0,1048,1893,3331,2937,4127,5562,12645
2011-05-01,41,1,1250,2006,3730,3260,4433,6160,14944
2011-05-01,42,0,1891,3260,6277,4871,7626,11176,29299
2011-05-01,42,1,1808,3240,5774,4986,7213,9545,23249
2011-05-01,43,0,1214,2188,4499,3398,5000,7938,25792
2011-05-01,43,1,1346,1890,3884,3186,4524,6600,19080
2011-05-01,45,0,1703,2935,4260,3502,4650,6748,17635
2011-05-01,45,1,1577,2464,3738,3320,4348,5960,12836
2011-05-01,46,0,1632,3062,4908,3616,5244,8190,24608
2011-05-01,46,1,1624,2663,4395,3488,4852,7187,20000
2011-05-01,47,0,1627,2793,3936,3488,4424,5929,13597
2011-05-01,47,1,1506,1764,3225,3220,3863,4982,9615
2011-05-01,49,0,1932,3593,6500,6036,8611,10619,18577
2011-05-01,49,1,1361,2308,4863,3921,5990,9417,18000
2011-05-01,50,0,2576,4800,12806,9900,17227,26055,48755
2011-05-01,50,1,2448,3509,6762,4984,7410,13222,31909
2011-05-01,51,0,6145,8591,15465,12739,18712,27100,53770
2011-05-01,51,1,4900,6699,9571,8551,11729,15049,25042
2011-05-01,52,0,1547,3151,6095,4635,7444,11475,27362
2011-05-01,52,1,1623,2786,4542,3766,5375,7700,17642
2011-05-01,53,0,2928,4697,6189,5852,7228,8872,16459
2011-05-01,53,1,2415,4427,5887,5649,7119,8833,16246
2011-05-01,55,0,1535,2734,3905,3636,4484,5564,13840
2011-05-01,55,1,1252,1877,3288,3329,4019,4911,9450
2011-05-01,56,0,924,1559,2894,2617,3589,4449,10869
2011-05-01,56,1,741,1366,2339,1927,3135,3947,7980
2011-05-01,58,0,2037,3377,7030,5119,8244,12421,34450
2011-05-01,58,1,1676,2900,5241,4140,6052,8887,20134
2011-05-01,59,0,1040,2040,5335,3874,6546,9957,30001
2011-05-01,59,1,934,1754,4049,3180,5000,7489,18335
2011-05-01,60,0,2798,4367,8003,6852,9127,12949,30034
2011-05-01,60,1,2035,3441,6081,4879,6765,9818,23398
2011-05-01,61,0,3366,5283,8478,7024,9070,12070,34706
2011-05-01,61,1,2145,3830,5877,5459,6766,8873,20502
2011-05-01,62,0,2457,3539,7149,5499,8242,11700,31684
2011-05-01,62,1,2000,3129,5578,4357,6685,9659,22186
2011-05-01,63,0,2384,3751,7862,5922,9902,14351,32052
2011-05-01,63,1,1796,3042,5729,4182,6629,10496,26195
2011-05-01,64,0,4214,7020,12485,10355,14957,20699,48407
2011-05-01,64,1,3235,4875,8908,7728,11197,15507,29877
2011-05-01,65,0,1265,3802,7739,5720,8557,13666,42175
2011-05-01,65,1,2781,4031,6325,5317,7100,10151,24368
2011-05-01,66,0,1726,3192,6751,4255,7285,12000,42648
2011-05-01,66,1,1589,2273,4320,3354,4824,7540,19083
2011-05-01,68,0,1584,2443,4312,3511,5052,7932,14989
2011-05-01,68,1,1202,1664,3085,2893,3694,5029,11000
2011-05-01,69,0,1400,1840,4465,3223,4578,8558,25116
2011-05-01,69,1,1361,1679,3315,2812,3735,5559,15000
2011-05-01,70,0,1393,2210,5791,3411,6326,12310,31500
2011-05-01,70,1,1155,1731,3998,3122,4578,7900,18992
2011-05-01,71,0,1201,2084,5316,3447,5793,10849,32768
2011-05-01,71,1,1313,1936,4301,3329,5000,8034,19432
2011-05-01,72,0,1648,3056,7545,5057,8706,15880,41366
2011-05-01,72,1,1339,2904,6572,4829,8077,13941,29021
2011-05-01,73,0,1430,2600,6635,4065,6517,11168,46962
2011-05-01,73,1,428,1677,4278,3277,4916,7800,23000
2011-05-01,74,0,1209,1800,4042,2872,3926,6403,25707
2011-05-01,74,1,1263,1679,3122,2650,3554,5104,14000
2011-05-01,75,0,1138,1639,2575,2296,3272,3804,6996
2011-05-01,75,1,1160,1584,2254,1788,3110,3630,5865
2011-05-01,77,0,1617,2960,5638,4261,7429,11095,19933
2011-05-01,77,1,1273,1905,3810,3311,4720,6582,14473
2011-05-01,78,0,629,1710,3513,3214,4464,6088,13567
2011-05-01,78,1,387,1113,2762,2399,3669,5300,11143
2011-05-01,79,0,1628,2794,4791,3600,5510,8366,20856
2011-05-01,79,1,1597,2433,4027,3384,4833,6883,14303
2011-05-01,80,0,1700,2601,3316,2916,3468,4639,12827
2011-05-01,80,1,1394,2339,3234,2894,3562,5128,10974
2011-05-01,81,0,1042,1764,2611,2437,2956,4054,8707
2011-05-01,81,1,870,1199,1910,1825,2500,2891,5103
2011-05-01,82,0,1261,2205,4644,3263,4831,7748,29819
2011-05-01,82,1,1104,2007,3307,2587,3600,5422,15232
2011-05-01,85,0,485,968,2984,2147,3849,6154,14741
2011-05-01,85,1,622,1384,3068,2747,4032,5892,10866
2011-05-01,86,0,1948,3074,5065,4029,5644,8239,22000
2011-05-01,86,1,1655,2838,4032,3647,4785,6269,12106
2011-05-01,87,0,1500,2575,3394,3136,3915,5086,10511
2011-05-01,87,1,1409,2538,3056,2972,3499,4167,6946
2011-05-01,88,0,1287,1796,3308,3202,3941,5383,10000
2011-05-01,88,1,1398,1742,2981,2821,3675,4890,8552
2011-05-01,90,0,224,669,2835,2201,3805,5500,15849
2011-05-01,90,1,135,778,2672,2018,3469,5016,15000
2011-05-01,91,0,1334,2442,4182,3646,4769,6566,19828
2011-05-01,91,1,1075,1682,3302,2784,4079,5749,13091
2011-05-01,92,0,2353,3438,5665,4584,6168,9000,22336
2011-05-01,92,1,1652,2569,4148,3691,5063,6782,12512
2011-05-01,93,0,679,1429,3563,3281,4654,6354,15413
2011-05-01,93,1,595,1277,2805,2298,3857,5363,10101
2011-05-01,94,0,1711,3206,5131,4441,5993,8436,20939
2011-05-01,94,1,1212,2188,3945,3574,4929,6755,13250
2011-05-01,95,0,1477,1881,3332,3233,3786,5151,11875
2011-05-01,95,1,1367,1689,3032,3040,3513,4581,10498
2011-05-01,96,0,964,1625,3085,2722,3613,4942,13631
2011-05-01,96,1,960,1530,2415,2029,3172,3777,7988
2011-05-01,999,0,2793,4516,9670,9588,13266,17162,25510
2011-05-01,999,1,2132,3217,5779,4275,7458,11597,17589
2011-06-01,1,0,900,2096,3866,3505,4469,6253,16399
2011-06-01,1,1,600,1619,3826,3114,5000,7229,16909
2011-06-01,2,0,756,1584,3421,2947,4133,5835,16435
2011-06-01,2,1,812,1840,4363,3467,5708,8404,22500
2011-06-01,3,0,1570,3883,13297,7819,15414,31327,89080
2011-06-01,3,1,2320,5102,7532,6603,8974,12983,29377
2011-06-01,5,0,8357,18432,34163,28192,49475,61696,85701
2011-06-01,5,1,12259,14845,23278,18938,25933,42925,69998
2011-06-01,6,0,12821,17460,34333,25074,42209,62756,152139
2011-06-01,6,1,7566,11595,21636,17107,25326,39972,87940
2011-06-01,7,0,6524,9240,15267,12841,17258,23326,64201
2011-06-01,7,1,5462,8000,13215,11335,15673,21716,43873
2011-06-01,8,0,2735,4328,9499,6134,10465,18802,55636
2011-06-01,8,1,1788,3745,9532,6470,10843,18072,50635
2011-06-01,9,0,7295,14644,24668,22726,30875,43588,74225
2011-06-01,9,1,3535,7861,15631,13093,20413,30080,59006
2011-06-01,10,0,2962,4809,8522,7017,10170,14369,32842
2011-06-01,10,1,1840,3147,6096,5309,7526,10548,22537
2011-06-01,11,0,2812,4692,9642,7649,12652,17328,37661
2011-06-01,11,1,2264,4351,8267,6789,10598,14130,32187
2011-06-01,12,0,3119,4998,11850,8624,13621,19719,60480
2011-06-01,12,1,1850,3060,8300,5137,8015,15136,45312
2011-06-01,13,0,3458,4599,6659,5693,7396,10258,22500
2011-06-01,13,1,2585,3904,5585,5052,6293,8412,17472
2011-06-01,14,0,2572,3867,5662,5136,6418,8425,18545
2011-06-01,14,1,2371,3718,5228,5049,6199,7654,14206
2011-06-01,15,0,3409,4547,6387,5789,7405,9259,20041
2011-06-01,15,1,2914,4277,5540,5093,6312,8087,15363
2011-06-01,16,0,1647,2720,4454,4068,5349,6801,15581
2011-06-01,16,1,2027,3107,5047,4640,6006,7553,19389
2011-06-01,17,0,3945,5607,10074,8187,12045,16352,41124
2011-06-01,17,1,2800,4305,7982,6241,9632,14617,34468
2011-06-01,18,0,2969,4697,8379,6666,9757,14989,32327
2011-06-01,18,1,2171,3638,6490,5618,7768,11310,25371
2011-06-01,19,0,5560,7280,18190,12082,19833,31173,106790
2011-06-01,19,1,4548,5887,11838,6907,12157,21272,89654
2011-06-01,20,0,4637,6295,12658,9321,14578,21956,61666
2011-06-01,20,1,3039,5486,9620,7395,10843,16712,48367
2011-06-01,21,0,5734,8163,17237,12357,21700,33574,72298
2011-06-01,21,1,4710,6668,11064,9113,12775,19060,40195
2011-06-01,22,0,3952,5198,8188,6803,9656,13381,29153
2011-06-01,22,1,2827,4600,6589,5949,7695,10500,21425
2011-06-01,23,0,3213,4807,8504,6911,10183,14177,33001
2011-06-01,23,1,2568,4224,7465,6013,9073,13741,28937
2011-06-01,24,0,4213,6056,12900,10978,15651,21193,52242
2011-06-01,24,1,2828,4984,11704,9061,15621,22595,50444
2011-06-01,25,0,2821,4245,6760,5630,7935,11589,23352
2011-06-01,25,1,2367,3961,6276,5356,7282,10125,23312
2011-06-01,26,0,3713,5487,10837,8121,15000,19695,39768
2011-06-01,26,1,3298,5471,10216,8856,14884,17666,28066
2011-06-01,27,0,3815,4984,8682,6733,9903,14488,39000
2011-06-01,27,1,3009,4581,6830,5876,7761,10834,25878
2011-06-01,28,0,3780,4939,8583,6756,10096,14850,33891
2011-06-01,28,1,2487,4252,7105,5921,8420,12336,28966
2011-06-01,29,0,4923,6838,12410,10601,15434,21033,42632
2011-06-01,29,1,3291,5446,9785,8334,11944,17321,34369
2011-06-01,30,0,2435,4582,9143,6946,11507,17321,38126
2011-06-01,30,1,3138,4767,9115,6739,11409,16804,30729
2011-06-01,31,0,2422,3856,5726,4984,6405,8873,21517
2011-06-01,31,1,2267,3810,5875,5446,6770,9224,21000
2011-06-01,32,0,2911,4341,6878,5754,7772,11521,26701
2011-06-01,32,1,2292,3733,5616,5232,6432,8558,20000
2011-06-01,33,0,2692,4471,9441,6579,11336,18263,49578
2011-06-01,33,1,2109,3804,8202,6128,10007,15313,42879
2011-06-01,35,0,6299,9031,16154,12910,18704,27323,66384
2011-06-01,35,1,5114,7179,12041,10012,13849,19880,47570
2011-06-01,36,0,5370,7343,12230,11230,15392,19643,33227
2011-06-01,36,1,4613,6614,10559,9846,13284,16742,29804
2011-06-01,37,0,2579,4308,6980,6589,9021,11808,18932
2011-06-01,37,1,2907,4488,7174,6411,8862,12221,20178
2011-06-01,38,0,4922,6746,9616,8599,10913,14666,32373
2011-06-01,38,1,3296,5326,11096,8348,15579,21615,41906
2011-06-01,39,0,2781,5588,8536,7051,10500,14983,30000
2011-06-01,39,1,1801,3461,6192,5487,7840,11391,22274
2011-06-01,41,0,1008,1949,3825,3208,4786,6607,16265
2011-06-01,41,1,1600,2885,5272,4634,6387,9000,20811
2011-06-01,42,0,2003,3718,7916,5887,9707,14970,35108
2011-06-01,42,1,2534,4492,9022,7135,10993,14322,43654
2011-06-01,43,0,1333,2555,5551,4218,6345,10571,30053
2011-06-01,43,1,1800,2868,5361,4526,6403,9255,22292
2011-06-01,45,0,2690,4215,6583,5851,7174,10425,26638
2011-06-01,45,1,2249,3476,5713,5304,6788,9133,19830
2011-06-01,46,0,2599,4555,7636,6137,8136,12600,37499
2011-06-01,46,1,2530,3930,6878,5962,7542,11183,31223
2011-06-01,47,0,2606,4110,6239,5991,7157,9403,19986
2011-06-01,47,1,2129,3045,5162,5032,6457,8017,14612
2011-06-01,49,0,2772,5144,8762,8471,11631,14190,24118
2011-06-01,49,1,1866,3279,6707,5847,8416,12201,25466
2011-06-01,50,0,3113,6799,17676,14029,24310,36049,63655
2011-06-01,50,1,3515,5306,9698,7273,11199,18537,42422
2011-06-01,51,0,8225,11863,21642,17546,26330,37856,76843
2011-06-01,51,1,6436,8930,13102,11834,16452,20625,34576
2011-06-01,52,0,1884,4486,9073,6815,11194,17319,41307
2011-06-01,52,1,2295,3997,6971,6004,8284,12115,27596
2011-06-01,53,0,4040,6178,8252,7635,9724,11959,22166
2011-06-01,53,1,3202,5818,7729,7209,9229,11649,21891
2011-06-01,55,0,2024,3700,5571,5268,6511,8157,19703
2011-06-01,55,1,1487,2606,4631,4765,5833,7088,13545
2011-06-01,56,0,1232,2230,4139,3644,5357,6701,16577
2011-06-01,56,1,929,1875,3391,2816,4573,6035,12018
2011-06-01,58,0,2989,5204,11620,7827,13438,23570,61065
2011-06-01,58,1,2541,4398,8244,6533,9591,14688,33126
2011-06-01,59,0,1070,2379,7163,5323,8762,14320,44488
2011-06-01,59,1,1023,1954,5445,4066,6705,10343,28730
2011-06-01,60,0,3975,6517,12331,10669,14406,20422,48104
2011-06-01,60,1,2982,5115,9060,7369,10568,15538,36108
2011-06-01,61,0,5143,8084,12913,11049,14329,18991,53292
2011-06-01,61,1,3176,5912,9099,8366,10495,13956,32418
2011-06-01,62,0,3483,5621,10704,8435,12676,18341,47633
2011-06-01,62,1,2907,4643,8480,6860,10287,14944,35595
2011-06-01,63,0,3608,6034,12133,9178,15069,22534,50517
2011-06-01,63,1,2862,4635,8578,6663,10114,16152,35670
2011-06-01,64,0,6949,10999,20499,16773,25496,34840,78321
2011-06-01,64,1,5388,8033,14612,12282,18485,26542,45434
2011-06-01,65,0,1429,5534,12079,8765,13639,22305,72075
2011-06-01,65,1,4019,6030,9950,8148,11321,16932,41730
2011-06-01,66,0,2984,5192,10442,7013,11600,19214,60000
2011-06-01,66,1,2603,3541,6922,5961,7891,12207,28759
2011-06-01,68,0,2188,3528,6326,5622,7576,11250,21019
2011-06-01,68,1,1754,2845,4864,4320,6206,7858,17086
2011-06-01,69,0,1959,3009,6790,4957,7231,13012,36460
2011-06-01,69,1,1983,2955,5240,4339,6324,8661,21600
2011-06-01,70,0,1734,3066,8345,5344,9672,16336,49538
2011-06-01,70,1,1536,2839,6264,4702,7148,12685,30745
2011-06-01,71,0,1286,2485,7284,4632,8176,15400,46471
2011-06-01,71,1,1858,3008,6484,5430,7623,12109,30202
2011-06-01,72,0,2138,4354,11001,7648,13416,23268,58847
2011-06-01,72,1,1718,3918,9483,7054,11666,19837,42615
2011-06-01,73,0,1924,3711,9325,6236,9922,16685,66048
2011-06-01,73,1,467,2264,6118,4674,7500,11404,33081
2011-06-01,74,0,1300,2462,5166,3934,6072,8640,30000
2011-06-01,74,1,1500,2545,4662,3899,5915,7704,19678
2011-06-01,75,0,1825,2791,4162,3494,5830,6554,9701
2011-06-01,75,1,1695,2547,3680,3097,4775,6322,9045
2011-06-01,77,0,2361,4238,8264,6499,11227,15525,26825
2011-06-01,77,1,1813,2987,5898,5250,7147,10678,22500
2011-06-01,78,0,490,1825,4482,3992,5973,8412,18363
2011-06-01,78,1,209,960,3569,2897,5103,7245,15365
2011-06-01,79,0,2492,3963,7227,5864,8360,12950,32344
2011-06-01,79,1,2322,3531,6272,5464,7507,10971,22271
2011-06-01,80,0,2029,3211,4532,3923,4804,6686,17956
2011-06-01,80,1,1713,3069,4570,3933,5091,8085,15981
