date,clae2,salary,dollar,dolarized_salary
2009-02-01,94,2861,3.58,799
2009-02-01,95,1978,3.58,553
2009-02-01,96,1756,3.58,491
2009-02-01,999,3565,3.58,996
2009-03-01,1,1662,3.75,443
2009-03-01,2,1472,3.75,393
2009-03-01,3,4205,3.75,1121
2009-03-01,5,14784,3.75,3942
2009-03-01,6,17142,3.75,4571
2009-03-01,7,5653,3.75,1507
2009-03-01,8,3506,3.75,935
2009-03-01,9,7581,3.75,2022
2009-03-01,10,3009,3.75,802
2009-03-01,11,4019,3.75,1072
2009-03-01,12,4562,3.75,1217
2009-03-01,13,2404,3.75,641
2009-03-01,14,1987,3.75,530
2009-03-01,15,2584,3.75,689
2009-03-01,16,1719,3.75,458
2009-03-01,17,3676,3.75,980
2009-03-01,18,2794,3.75,745
2009-03-01,19,5257,3.75,1402
2009-03-01,20,4812,3.75,1283
2009-03-01,21,5635,3.75,1503
2009-03-01,22,3011,3.75,803
2009-03-01,23,2927,3.75,781
2009-03-01,24,4122,3.75,1099
2009-03-01,25,2473,3.75,659
2009-03-01,26,3405,3.75,908
2009-03-01,27,3144,3.75,838
2009-03-01,28,3049,3.75,813
2009-03-01,29,3873,3.75,1033
2009-03-01,30,3344,3.75,892
2009-03-01,31,2076,3.75,554
2009-03-01,32,2466,3.75,658
2009-03-01,33,3499,3.75,933
2009-03-01,35,6621,3.75,1766
2009-03-01,36,4530,3.75,1208
2009-03-01,37,2949,3.75,786
2009-03-01,38,3924,3.75,1046
2009-03-01,39,3031,3.75,808
2009-03-01,41,1680,3.75,448
2009-03-01,42,3044,3.75,812
2009-03-01,43,2371,3.75,632
2009-03-01,45,2486,3.75,663
2009-03-01,46,2731,3.75,728
2009-03-01,47,2269,3.75,605
2009-03-01,49,3365,3.75,897
2009-03-01,50,5984,3.75,1596
2009-03-01,51,7296,3.75,1946
2009-03-01,52,3242,3.75,865
2009-03-01,53,3345,3.75,892
2009-03-01,55,2452,3.75,654
2009-03-01,56,1751,3.75,467
2009-03-01,58,4550,3.75,1213
2009-03-01,59,3367,3.75,898
2009-03-01,60,5573,3.75,1486
2009-03-01,61,6539,3.75,1744
2009-03-01,62,4570,3.75,1219
2009-03-01,63,4307,3.75,1149
2009-03-01,64,6701,3.75,1787
2009-03-01,65,4320,3.75,1152
2009-03-01,66,3576,3.75,954
2009-03-01,68,2330,3.75,621
2009-03-01,69,2637,3.75,703
2009-03-01,70,2826,3.75,754
2009-03-01,71,2636,3.75,703
2009-03-01,72,4167,3.75,1111
2009-03-01,73,3443,3.75,918
2009-03-01,74,2073,3.75,553
2009-03-01,75,1683,3.75,449
2009-03-01,77,3086,3.75,823
2009-03-01,78,2004,3.75,534
2009-03-01,79,2838,3.75,757
2009-03-01,80,1953,3.75,521
2009-03-01,81,1503,3.75,401
2009-03-01,82,2499,3.75,666
2009-03-01,85,1756,3.75,468
2009-03-01,86,2942,3.75,785
2009-03-01,87,2125,3.75,567
2009-03-01,88,1961,3.75,523
2009-03-01,90,1878,3.75,501
2009-03-01,91,2492,3.75,665
2009-03-01,92,3136,3.75,836
2009-03-01,93,2244,3.75,598
2009-03-01,94,2818,3.75,751
2009-03-01,95,2011,3.75,536
2009-03-01,96,1733,3.75,462
2009-03-01,999,3660,3.75,976
2009-04-01,1,1654,3.73,443
2009-04-01,2,1456,3.73,390
2009-04-01,3,4688,3.73,1257
2009-04-01,5,10940,3.73,2933
2009-04-01,6,12277,3.73,3291
2009-04-01,7,5398,3.73,1447
2009-04-01,8,3252,3.73,872
2009-04-01,9,7844,3.73,2103
2009-04-01,10,3242,3.73,869
2009-04-01,11,4069,3.73,1091
2009-04-01,12,4155,3.73,1114
2009-04-01,13,2445,3.73,655
2009-04-01,14,2024,3.73,543
2009-04-01,15,2438,3.73,654
2009-04-01,16,1750,3.73,469
2009-04-01,17,3679,3.73,986
2009-04-01,18,2858,3.73,766
2009-04-01,19,5247,3.73,1407
2009-04-01,20,5031,3.73,1349
2009-04-01,21,5867,3.73,1573
2009-04-01,22,3079,3.73,825
2009-04-01,23,3280,3.73,879
2009-04-01,24,4791,3.73,1284
2009-04-01,25,2508,3.73,672
2009-04-01,26,3562,3.73,955
2009-04-01,27,3058,3.73,820
2009-04-01,28,3060,3.73,820
2009-04-01,29,3882,3.73,1041
2009-04-01,30,3323,3.73,891
2009-04-01,31,2105,3.73,564
2009-04-01,32,2481,3.73,665
2009-04-01,33,3492,3.73,936
2009-04-01,35,5923,3.73,1588
2009-04-01,36,4673,3.73,1253
2009-04-01,37,2973,3.73,797
2009-04-01,38,4129,3.73,1107
2009-04-01,39,2920,3.73,783
2009-04-01,41,1701,3.73,456
2009-04-01,42,3095,3.73,830
2009-04-01,43,2269,3.73,608
2009-04-01,45,2537,3.73,680
2009-04-01,46,2821,3.73,756
2009-04-01,47,2365,3.73,634
2009-04-01,49,3491,3.73,936
2009-04-01,50,6509,3.73,1745
2009-04-01,51,8391,3.73,2250
2009-04-01,52,3416,3.73,916
2009-04-01,53,3440,3.73,922
2009-04-01,55,2506,3.73,672
2009-04-01,56,1778,3.73,477
2009-04-01,58,4410,3.73,1182
2009-04-01,59,3524,3.73,945
2009-04-01,60,5035,3.73,1350
2009-04-01,61,6127,3.73,1643
2009-04-01,62,4516,3.73,1211
2009-04-01,63,4499,3.73,1206
2009-04-01,64,6560,3.73,1759
2009-04-01,65,4537,3.73,1216
2009-04-01,66,3757,3.73,1007
2009-04-01,68,2432,3.73,652
2009-04-01,69,2741,3.73,735
2009-04-01,70,2838,3.73,761
2009-04-01,71,2706,3.73,725
2009-04-01,72,4100,3.73,1099
2009-04-01,73,3574,3.73,958
2009-04-01,74,2081,3.73,558
2009-04-01,75,1638,3.73,439
2009-04-01,77,3029,3.73,812
2009-04-01,78,2020,3.73,542
2009-04-01,79,2994,3.73,803
2009-04-01,80,2068,3.73,554
2009-04-01,81,1550,3.73,416
2009-04-01,82,2557,3.73,686
2009-04-01,85,1900,3.73,509
2009-04-01,86,3146,3.73,843
2009-04-01,87,2178,3.73,584
2009-04-01,88,2091,3.73,561
2009-04-01,90,2018,3.73,541
2009-04-01,91,2898,3.73,777
2009-04-01,92,3374,3.73,905
2009-04-01,93,2325,3.73,623
2009-04-01,94,2874,3.73,771
2009-04-01,95,2055,3.73,551
2009-04-01,96,1770,3.73,475
2009-04-01,999,4605,3.73,1235
2009-05-01,1,1651,3.78,437
2009-05-01,2,1441,3.78,381
2009-05-01,3,5071,3.78,1342
2009-05-01,5,8655,3.78,2290
2009-05-01,6,11792,3.78,3120
2009-05-01,7,5698,3.78,1507
2009-05-01,8,3204,3.78,848
2009-05-01,9,8396,3.78,2221
2009-05-01,10,3180,3.78,841
2009-05-01,11,4108,3.78,1087
2009-05-01,12,4628,3.78,1224
2009-05-01,13,2470,3.78,653
2009-05-01,14,2075,3.78,549
2009-05-01,15,2453,3.78,649
2009-05-01,16,1781,3.78,471
2009-05-01,17,3765,3.78,996
2009-05-01,18,3046,3.78,806
2009-05-01,19,5715,3.78,1512
2009-05-01,20,4598,3.78,1216
2009-05-01,21,5727,3.78,1515
2009-05-01,22,3181,3.78,842
2009-05-01,23,3128,3.78,828
2009-05-01,24,4215,3.78,1115
2009-05-01,25,2466,3.78,652
2009-05-01,26,3530,3.78,934
2009-05-01,27,3067,3.78,811
2009-05-01,28,3028,3.78,801
2009-05-01,29,4348,3.78,1150
2009-05-01,30,3349,3.78,886
2009-05-01,31,2130,3.78,563
2009-05-01,32,2594,3.78,686
2009-05-01,33,3545,3.78,938
2009-05-01,35,6041,3.78,1598
2009-05-01,36,4844,3.78,1281
2009-05-01,37,3061,3.78,810
2009-05-01,38,4135,3.78,1094
2009-05-01,39,3210,3.78,849
2009-05-01,41,1706,3.78,451
2009-05-01,42,3225,3.78,853
2009-05-01,43,2327,3.78,616
2009-05-01,45,2568,3.78,679
2009-05-01,46,2909,3.78,770
2009-05-01,47,2459,3.78,651
2009-05-01,49,3519,3.78,931
2009-05-01,50,6336,3.78,1676
2009-05-01,51,8697,3.78,2301
2009-05-01,52,3467,3.78,917
2009-05-01,53,3466,3.78,917
2009-05-01,55,2486,3.78,658
2009-05-01,56,1786,3.78,472
2009-05-01,58,4317,3.78,1142
2009-05-01,59,3225,3.78,853
2009-05-01,60,4801,3.78,1270
2009-05-01,61,5209,3.78,1378
2009-05-01,62,4520,3.78,1196
2009-05-01,63,4613,3.78,1220
2009-05-01,64,6891,3.78,1823
2009-05-01,65,4298,3.78,1137
2009-05-01,66,3791,3.78,1003
2009-05-01,68,2479,3.78,656
2009-05-01,69,2813,3.78,744
2009-05-01,70,2859,3.78,756
2009-05-01,71,2797,3.78,740
2009-05-01,72,4122,3.78,1090
2009-05-01,73,3650,3.78,966
2009-05-01,74,2167,3.78,573
2009-05-01,75,1638,3.78,433
2009-05-01,77,3126,3.78,827
2009-05-01,78,2036,3.78,539
2009-05-01,79,3035,3.78,803
2009-05-01,80,2056,3.78,544
2009-05-01,81,1573,3.78,416
2009-05-01,82,2666,3.78,705
2009-05-01,85,1882,3.78,498
2009-05-01,86,3067,3.78,811
2009-05-01,87,2205,3.78,583
2009-05-01,88,2120,3.78,561
2009-05-01,90,2081,3.78,551
2009-05-01,91,2633,3.78,697
2009-05-01,92,3488,3.78,923
2009-05-01,93,2349,3.78,621
2009-05-01,94,2920,3.78,772
2009-05-01,95,2124,3.78,562
2009-05-01,96,1830,3.78,484
2009-05-01,999,4508,3.78,1193
2009-06-01,1,2278,3.85,592
2009-06-01,2,1963,3.85,510
2009-06-01,3,5787,3.85,1503
2009-06-01,5,12822,3.85,3330
2009-06-01,6,15906,3.85,4131
2009-06-01,7,8039,3.85,2088
2009-06-01,8,4587,3.85,1191
2009-06-01,9,11397,3.85,2960
2009-06-01,10,4598,3.85,1194
2009-06-01,11,5724,3.85,1487
2009-06-01,12,7316,3.85,1900
2009-06-01,13,3701,3.85,961
2009-06-01,14,2913,3.85,757
2009-06-01,15,3481,3.85,904
2009-06-01,16,2456,3.85,638
2009-06-01,17,5444,3.85,1414
2009-06-01,18,4451,3.85,1156
2009-06-01,19,8627,3.85,2241
2009-06-01,20,6492,3.85,1686
2009-06-01,21,7627,3.85,1981
2009-06-01,22,4620,3.85,1200
2009-06-01,23,4396,3.85,1142
2009-06-01,24,6400,3.85,1662
2009-06-01,25,3592,3.85,933
2009-06-01,26,4921,3.85,1278
2009-06-01,27,4434,3.85,1152
2009-06-01,28,4379,3.85,1137
2009-06-01,29,6297,3.85,1636
2009-06-01,30,4749,3.85,1234
2009-06-01,31,3013,3.85,783
2009-06-01,32,3683,3.85,957
2009-06-01,33,4886,3.85,1269
2009-06-01,35,8492,3.85,2206
2009-06-01,36,6951,3.85,1805
2009-06-01,37,4340,3.85,1127
2009-06-01,38,5752,3.85,1494
2009-06-01,39,4541,3.85,1179
2009-06-01,41,2163,3.85,562
2009-06-01,42,4200,3.85,1091
2009-06-01,43,3144,3.85,817
2009-06-01,45,3675,3.85,955
2009-06-01,46,4017,3.85,1043
2009-06-01,47,3486,3.85,905
2009-06-01,49,4855,3.85,1261
2009-06-01,50,7967,3.85,2069
2009-06-01,51,11759,3.85,3054
2009-06-01,52,4817,3.85,1251
2009-06-01,53,5194,3.85,1349
2009-06-01,55,3594,3.85,934
2009-06-01,56,2551,3.85,663
2009-06-01,58,6740,3.85,1751
2009-06-01,59,4338,3.85,1127
2009-06-01,60,6892,3.85,1790
2009-06-01,61,8575,3.85,2227
2009-06-01,62,6252,3.85,1624
2009-06-01,63,6394,3.85,1661
2009-06-01,64,9759,3.85,2535
2009-06-01,65,6215,3.85,1614
2009-06-01,66,5511,3.85,1431
2009-06-01,68,3496,3.85,908
2009-06-01,69,3776,3.85,981
2009-06-01,70,3839,3.85,997
2009-06-01,71,3639,3.85,945
2009-06-01,72,5550,3.85,1442
2009-06-01,73,4902,3.85,1273
2009-06-01,74,3072,3.85,798
2009-06-01,75,2240,3.85,582
2009-06-01,77,4285,3.85,1113
2009-06-01,78,2396,3.85,622
2009-06-01,79,4065,3.85,1056
2009-06-01,80,2888,3.85,750
2009-06-01,81,2193,3.85,570
2009-06-01,82,3614,3.85,939
2009-06-01,85,2623,3.85,681
2009-06-01,86,4420,3.85,1148
2009-06-01,87,3139,3.85,815
2009-06-01,88,3110,3.85,808
2009-06-01,90,3098,3.85,805
2009-06-01,91,3469,3.85,901
2009-06-01,92,4947,3.85,1285
2009-06-01,93,3320,3.85,862
2009-06-01,94,4297,3.85,1116
2009-06-01,95,2955,3.85,768
2009-06-01,96,2530,3.85,657
2009-06-01,999,5450,3.85,1416
2009-07-01,1,1693,3.86,439
2009-07-01,2,1444,3.86,374
2009-07-01,3,4417,3.86,1144
2009-07-01,5,11006,3.86,2851
2009-07-01,6,12098,3.86,3134
2009-07-01,7,5792,3.86,1501
2009-07-01,8,3414,3.86,884
2009-07-01,9,9130,3.86,2365
2009-07-01,10,3469,3.86,899
2009-07-01,11,4223,3.86,1094
2009-07-01,12,4467,3.86,1157
2009-07-01,13,2828,3.86,733
2009-07-01,14,2193,3.86,568
2009-07-01,15,2719,3.86,704
2009-07-01,16,1849,3.86,479
2009-07-01,17,3923,3.86,1016
2009-07-01,18,3152,3.86,817
2009-07-01,19,7344,3.86,1903
2009-07-01,20,4844,3.86,1255
2009-07-01,21,6171,3.86,1599
2009-07-01,22,3396,3.86,880
2009-07-01,23,3269,3.86,847
2009-07-01,24,4767,3.86,1235
2009-07-01,25,2654,3.86,688
2009-07-01,26,3655,3.86,947
2009-07-01,27,3204,3.86,830
2009-07-01,28,3223,3.86,835
2009-07-01,29,4426,3.86,1147
2009-07-01,30,3627,3.86,940
2009-07-01,31,2290,3.86,593
2009-07-01,32,2774,3.86,719
2009-07-01,33,3862,3.86,1001
2009-07-01,35,6538,3.86,1694
2009-07-01,36,5218,3.86,1352
2009-07-01,37,3192,3.86,827
2009-07-01,38,4401,3.86,1140
2009-07-01,39,3421,3.86,886
2009-07-01,41,1805,3.86,468
2009-07-01,42,3318,3.86,860
2009-07-01,43,2461,3.86,638
2009-07-01,45,2655,3.86,688
2009-07-01,46,2948,3.86,764
2009-07-01,47,2492,3.86,646
2009-07-01,49,3616,3.86,937
2009-07-01,50,6369,3.86,1650
2009-07-01,51,8005,3.86,2074
2009-07-01,52,3622,3.86,938
2009-07-01,53,3877,3.86,1004
2009-07-01,55,2614,3.86,677
2009-07-01,56,1914,3.86,496
2009-07-01,58,4571,3.86,1184
2009-07-01,59,3503,3.86,908
2009-07-01,60,4865,3.86,1260
2009-07-01,61,5745,3.86,1488
2009-07-01,62,4770,3.86,1236
2009-07-01,63,4807,3.86,1245
2009-07-01,64,7235,3.86,1874
2009-07-01,65,4511,3.86,1169
2009-07-01,66,3852,3.86,998
2009-07-01,68,2545,3.86,659
2009-07-01,69,2876,3.86,745
2009-07-01,70,2991,3.86,775
2009-07-01,71,2821,3.86,731
2009-07-01,72,4281,3.86,1109
2009-07-01,73,3658,3.86,948
2009-07-01,74,2396,3.86,621
2009-07-01,75,1641,3.86,425
2009-07-01,77,3174,3.86,822
2009-07-01,78,1735,3.86,449
2009-07-01,79,3090,3.86,801
2009-07-01,80,2396,3.86,621
2009-07-01,81,1657,3.86,429
2009-07-01,82,2679,3.86,694
2009-07-01,85,1881,3.86,487
2009-07-01,86,3120,3.86,808
2009-07-01,87,2217,3.86,574
2009-07-01,88,2141,3.86,555
2009-07-01,90,2331,3.86,604
2009-07-01,91,2637,3.86,683
2009-07-01,92,3492,3.86,905
2009-07-01,93,2424,3.86,628
2009-07-01,94,3043,3.86,788
2009-07-01,95,2170,3.86,562
2009-07-01,96,1894,3.86,491
2009-07-01,999,4605,3.86,1193
2009-08-01,1,1695,3.86,439
2009-08-01,2,1499,3.86,388
2009-08-01,3,5309,3.86,1375
2009-08-01,5,11606,3.86,3007
2009-08-01,6,12430,3.86,3220
2009-08-01,7,5897,3.86,1528
2009-08-01,8,3382,3.86,876
2009-08-01,9,8613,3.86,2231
2009-08-01,10,3363,3.86,871
2009-08-01,11,4755,3.86,1232
2009-08-01,12,4443,3.86,1151
2009-08-01,13,2710,3.86,702
2009-08-01,14,2154,3.86,558
2009-08-01,15,2595,3.86,672
2009-08-01,16,1878,3.86,487
2009-08-01,17,3936,3.86,1020
2009-08-01,18,3147,3.86,815
2009-08-01,19,6638,3.86,1720
2009-08-01,20,5008,3.86,1297
2009-08-01,21,6124,3.86,1587
2009-08-01,22,3411,3.86,884
2009-08-01,23,3277,3.86,849
2009-08-01,24,4882,3.86,1265
2009-08-01,25,2739,3.86,710
2009-08-01,26,3924,3.86,1017
2009-08-01,27,3322,3.86,861
2009-08-01,28,3317,3.86,859
2009-08-01,29,4547,3.86,1178
2009-08-01,30,3494,3.86,905
2009-08-01,31,2292,3.86,594
2009-08-01,32,2747,3.86,712
2009-08-01,33,3810,3.86,987
2009-08-01,35,7090,3.86,1837
2009-08-01,36,5338,3.86,1383
2009-08-01,37,3132,3.86,811
2009-08-01,38,4420,3.86,1145
2009-08-01,39,3271,3.86,847
2009-08-01,41,1772,3.86,459
2009-08-01,42,3238,3.86,839
2009-08-01,43,2479,3.86,642
2009-08-01,45,2664,3.86,690
2009-08-01,46,3022,3.86,783
2009-08-01,47,2501,3.86,648
2009-08-01,49,3650,3.86,946
2009-08-01,50,6979,3.86,1808
2009-08-01,51,7854,3.86,2035
2009-08-01,52,3629,3.86,940
2009-08-01,53,3913,3.86,1014
2009-08-01,55,2723,3.86,705
2009-08-01,56,1965,3.86,509
2009-08-01,58,4389,3.86,1137
2009-08-01,59,3623,3.86,939
2009-08-01,60,5492,3.86,1423
2009-08-01,61,5796,3.86,1502
2009-08-01,62,4679,3.86,1212
2009-08-01,63,4703,3.86,1218
2009-08-01,64,7287,3.86,1888
2009-08-01,65,4664,3.86,1208
2009-08-01,66,3894,3.86,1009
2009-08-01,68,2532,3.86,656
2009-08-01,69,2827,3.86,732
2009-08-01,70,3044,3.86,789
2009-08-01,71,2823,3.86,731
2009-08-01,72,4303,3.86,1115
2009-08-01,73,3775,3.86,978
2009-08-01,74,2287,3.86,592
2009-08-01,75,1668,3.86,432
2009-08-01,77,3339,3.86,865
2009-08-01,78,2168,3.86,562
2009-08-01,79,3063,3.86,794
2009-08-01,80,2412,3.86,625
2009-08-01,81,1746,3.86,452
2009-08-01,82,2719,3.86,704
2009-08-01,85,1872,3.86,485
2009-08-01,86,3229,3.86,837
2009-08-01,87,2266,3.86,587
2009-08-01,88,2110,3.86,547
2009-08-01,90,2452,3.86,635
2009-08-01,91,2765,3.86,716
2009-08-01,92,3590,3.86,930
2009-08-01,93,2426,3.86,628
2009-08-01,94,3095,3.86,802
2009-08-01,95,2126,3.86,551
2009-08-01,96,1909,3.86,495
2009-08-01,999,4680,3.86,1212
2009-09-01,1,1677,3.86,434
2009-09-01,2,1424,3.86,369
2009-09-01,3,5477,3.86,1419
2009-09-01,5,11064,3.86,2866
2009-09-01,6,12647,3.86,3276
2009-09-01,7,5973,3.86,1547
2009-09-01,8,3468,3.86,898
2009-09-01,9,10015,3.86,2595
2009-09-01,10,3387,3.86,877
2009-09-01,11,4443,3.86,1151
2009-09-01,12,4611,3.86,1195
2009-09-01,13,2732,3.86,708
2009-09-01,14,2200,3.86,570
2009-09-01,15,2706,3.86,701
2009-09-01,16,1915,3.86,496
2009-09-01,17,4096,3.86,1061
2009-09-01,18,3232,3.86,837
2009-09-01,19,6887,3.86,1784
2009-09-01,20,4933,3.86,1278
2009-09-01,21,6168,3.86,1598
2009-09-01,22,3428,3.86,888
2009-09-01,23,3377,3.86,875
2009-09-01,24,4873,3.86,1262
2009-09-01,25,2923,3.86,757
2009-09-01,26,4087,3.86,1059
2009-09-01,27,3490,3.86,904
2009-09-01,28,3505,3.86,908
2009-09-01,29,5177,3.86,1341
2009-09-01,30,3580,3.86,927
2009-09-01,31,2332,3.86,604
2009-09-01,32,2879,3.86,746
2009-09-01,33,4166,3.86,1079
2009-09-01,35,7050,3.86,1826
2009-09-01,36,5297,3.86,1372
2009-09-01,37,3223,3.86,835
2009-09-01,38,4422,3.86,1146
2009-09-01,39,3239,3.86,839
2009-09-01,41,1807,3.86,468
2009-09-01,42,3347,3.86,867
2009-09-01,43,2615,3.86,677
2009-09-01,45,2723,3.86,705
2009-09-01,46,3019,3.86,782
2009-09-01,47,2549,3.86,660
2009-09-01,49,3753,3.86,972
2009-09-01,50,6895,3.86,1786
2009-09-01,51,7771,3.86,2013
2009-09-01,52,3849,3.86,997
2009-09-01,53,3892,3.86,1008
2009-09-01,55,2619,3.86,678
2009-09-01,56,1917,3.86,497
2009-09-01,58,4452,3.86,1153
2009-09-01,59,3547,3.86,919
2009-09-01,60,5072,3.86,1314
2009-09-01,61,6355,3.86,1646
2009-09-01,62,4763,3.86,1234
2009-09-01,63,4741,3.86,1228
2009-09-01,64,7087,3.86,1836
2009-09-01,65,4671,3.86,1210
2009-09-01,66,3984,3.86,1032
2009-09-01,68,2650,3.86,687
2009-09-01,69,2863,3.86,742
2009-09-01,70,3120,3.86,808
2009-09-01,71,2898,3.86,751
2009-09-01,72,4312,3.86,1117
2009-09-01,73,3742,3.86,969
2009-09-01,74,2368,3.86,613
2009-09-01,75,1679,3.86,435
2009-09-01,77,3349,3.86,868
2009-09-01,78,2147,3.86,556
2009-09-01,79,3146,3.86,815
2009-09-01,80,2405,3.86,623
2009-09-01,81,1821,3.86,472
2009-09-01,82,2747,3.86,712
2009-09-01,85,1896,3.86,491
2009-09-01,86,3373,3.86,874
2009-09-01,87,2388,3.86,619
2009-09-01,88,2134,3.86,553
2009-09-01,90,2280,3.86,591
2009-09-01,91,2698,3.86,699
2009-09-01,92,3468,3.86,898
2009-09-01,93,2419,3.86,627
2009-09-01,94,3131,3.86,811
2009-09-01,95,2184,3.86,566
2009-09-01,96,1920,3.86,497
2009-09-01,999,4308,3.86,1116
2009-10-01,1,1671,3.83,436
2009-10-01,2,1499,3.83,391
2009-10-01,3,5679,3.83,1483
2009-10-01,5,11004,3.83,2873
2009-10-01,6,11410,3.83,2979
2009-10-01,7,5925,3.83,1547
2009-10-01,8,3657,3.83,955
2009-10-01,9,9947,3.83,2597
2009-10-01,10,3558,3.83,929
2009-10-01,11,4672,3.83,1220
2009-10-01,12,4398,3.83,1148
2009-10-01,13,2918,3.83,762
2009-10-01,14,2326,3.83,607
2009-10-01,15,2891,3.83,755
2009-10-01,16,2026,3.83,529
2009-10-01,17,4293,3.83,1121
2009-10-01,18,3496,3.83,913
2009-10-01,19,7595,3.83,1983
2009-10-01,20,5053,3.83,1319
2009-10-01,21,6461,3.83,1687
2009-10-01,22,3758,3.83,981
2009-10-01,23,3570,3.83,932
2009-10-01,24,5605,3.83,1463
2009-10-01,25,2969,3.83,775
2009-10-01,26,4134,3.83,1079
2009-10-01,27,3536,3.83,923
2009-10-01,28,3565,3.83,931
2009-10-01,29,5268,3.83,1375
2009-10-01,30,3735,3.83,975
2009-10-01,31,2452,3.83,640
2009-10-01,32,2974,3.83,777
2009-10-01,33,4233,3.83,1105
2009-10-01,35,6929,3.83,1809
2009-10-01,36,5271,3.83,1376
2009-10-01,37,3303,3.83,862
2009-10-01,38,4713,3.83,1231
2009-10-01,39,3417,3.83,892
2009-10-01,41,1931,3.83,504
2009-10-01,42,3541,3.83,925
2009-10-01,43,2678,3.83,699
2009-10-01,45,2756,3.83,720
2009-10-01,46,3107,3.83,811
2009-10-01,47,2562,3.83,669
2009-10-01,49,3892,3.83,1016
2009-10-01,50,7230,3.83,1888
2009-10-01,51,8607,3.83,2247
2009-10-01,52,3753,3.83,980
2009-10-01,53,3929,3.83,1026
2009-10-01,55,2720,3.83,710
2009-10-01,56,1962,3.83,512
2009-10-01,58,4611,3.83,1204
2009-10-01,59,3652,3.83,954
2009-10-01,60,5455,3.83,1424
2009-10-01,61,5830,3.83,1522
2009-10-01,62,4752,3.83,1241
2009-10-01,63,4782,3.83,1249
2009-10-01,64,7664,3.83,2001
2009-10-01,65,5084,3.83,1327
2009-10-01,66,4035,3.83,1054
2009-10-01,68,2630,3.83,687
2009-10-01,69,3059,3.83,799
2009-10-01,70,3257,3.83,850
2009-10-01,71,2955,3.83,772
2009-10-01,72,4312,3.83,1126
2009-10-01,73,3869,3.83,1010
2009-10-01,74,2336,3.83,610
2009-10-01,75,1624,3.83,424
2009-10-01,77,3719,3.83,971
2009-10-01,78,2332,3.83,609
2009-10-01,79,3073,3.83,802
2009-10-01,80,2449,3.83,639
2009-10-01,81,1840,3.83,480
2009-10-01,82,2740,3.83,715
2009-10-01,85,1990,3.83,520
2009-10-01,86,3383,3.83,883
2009-10-01,87,2566,3.83,670
2009-10-01,88,2160,3.83,564
2009-10-01,90,2206,3.83,576
2009-10-01,91,2784,3.83,727
2009-10-01,92,3679,3.83,961
2009-10-01,93,2466,3.83,644
2009-10-01,94,3214,3.83,839
2009-10-01,95,2212,3.83,578
2009-10-01,96,1980,3.83,517
2009-10-01,999,4350,3.83,1136
2009-11-01,1,1696,3.82,444
2009-11-01,2,1484,3.82,388
2009-11-01,3,4326,3.82,1132
2009-11-01,5,11668,3.82,3054
2009-11-01,6,12301,3.82,3220
2009-11-01,7,6133,3.82,1605
2009-11-01,8,3588,3.82,939
2009-11-01,9,9500,3.82,2487
2009-11-01,10,3530,3.82,924
2009-11-01,11,4566,3.82,1195
2009-11-01,12,4851,3.82,1270
2009-11-01,13,2795,3.82,732
2009-11-01,14,2275,3.82,596
2009-11-01,15,2846,3.82,745
2009-11-01,16,1918,3.82,502
2009-11-01,17,4156,3.82,1088
2009-11-01,18,3433,3.82,899
2009-11-01,19,7426,3.82,1944
2009-11-01,20,4951,3.82,1296
2009-11-01,21,6488,3.82,1698
2009-11-01,22,3592,3.82,940
2009-11-01,23,3486,3.82,913
2009-11-01,24,4862,3.82,1273
2009-11-01,25,2893,3.82,757
2009-11-01,26,4209,3.82,1102
2009-11-01,27,3476,3.82,910
2009-11-01,28,3526,3.82,923
2009-11-01,29,5005,3.82,1310
2009-11-01,30,3774,3.82,988
2009-11-01,31,2331,3.82,610
2009-11-01,32,2859,3.82,748
2009-11-01,33,4152,3.82,1087
2009-11-01,35,6866,3.82,1797
2009-11-01,36,5348,3.82,1400
2009-11-01,37,3350,3.82,877
2009-11-01,38,4520,3.82,1183
2009-11-01,39,3425,3.82,897
2009-11-01,41,1888,3.82,494
2009-11-01,42,3543,3.82,927
2009-11-01,43,2625,3.82,687
2009-11-01,45,2778,3.82,727
2009-11-01,46,3088,3.82,808
2009-11-01,47,2532,3.82,663
2009-11-01,49,3883,3.82,1016
2009-11-01,50,6951,3.82,1820
2009-11-01,51,7980,3.82,2089
2009-11-01,52,3673,3.82,962
2009-11-01,53,4050,3.82,1060
2009-11-01,55,2714,3.82,710
2009-11-01,56,1953,3.82,511
2009-11-01,58,4503,3.82,1179
2009-11-01,59,3628,3.82,950
2009-11-01,60,5522,3.82,1446
2009-11-01,61,5708,3.82,1494
2009-11-01,62,4748,3.82,1243
2009-11-01,63,4745,3.82,1242
2009-11-01,64,7319,3.82,1916
2009-11-01,65,4829,3.82,1264
2009-11-01,66,4067,3.82,1065
2009-11-01,68,2621,3.82,686
2009-11-01,69,2956,3.82,774
2009-11-01,70,3154,3.82,826
2009-11-01,71,2957,3.82,774
2009-11-01,72,4297,3.82,1125
2009-11-01,73,3839,3.82,1005
2009-11-01,74,2420,3.82,634
2009-11-01,75,1718,3.82,450
2009-11-01,77,3491,3.82,914
2009-11-01,78,2248,3.82,588
2009-11-01,79,3109,3.82,814
2009-11-01,80,2422,3.82,634
2009-11-01,81,1797,3.82,470
2009-11-01,82,2707,3.82,709
2009-11-01,85,1908,3.82,499
2009-11-01,86,3370,3.82,882
2009-11-01,87,2390,3.82,626
